id,station_code,station_name,region_id,latitude,longitude,altitude,station_type,soil_type_id,establishment_date,equipment_list,monitoring_frequency,responsible_person,contact_info,status,created_at
1416,ST62001416,甘肃省六安友好监测站1416,166,38.40820493900248,105.27526343452536,2721,省级,9,2022-11-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,张想,15630194864,maintenance,2024-01-01 20:59:41
1417,ST22001417,吉林省巢湖监测站1417,609,42.4325452161866,125.42851163553303,2042,国家级,42,2017-03-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,牛丽华,15834997961,active,2023-09-02 21:44:49
1418,ST31001418,上海市巢湖高港监测站1418,854,30.027454287789034,122.28396739418768,592,省级,32,2023-12-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,袁龙,13259859733,inactive,2024-11-13 17:12:22
1419,ST34001419,安徽省太原清城监测站1419,549,28.77963430095902,117.83662711527698,1594,村级,10,2023-03-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,李晶,18762807795,maintenance,2025-02-08 10:34:39
1420,ST37001420,山东省沈阳金平监测站1420,143,35.98108842587005,115.64886346211433,2220,村级,41,2022-10-11,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,周建国,15355587273,maintenance,2024-01-14 16:07:07
1421,ST64001421,宁夏回族自治区监测站1421,30,37.79949935104941,106.08092304968747,2047,省级,4,2022-06-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,刘荣,13513750516,active,2023-07-24 16:59:17
1422,ST46001422,海南省广州监测站1422,48,20.60795895359262,113.14432543274083,1752,村级,36,2021-12-26,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,黄畅,15635313089,inactive,2023-11-18 00:16:57
1423,ST42001423,湖北省沈阳城东监测站1423,853,30.33306337969248,116.10787380904418,569,省级,20,2024-02-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,马辉,14559099713,active,2025-03-04 03:33:14
1424,ST12001424,天津市海门翔安监测站1424,864,42.67247864744533,118.4767466290373,193,县级,12,2017-03-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,陈海燕,13890581075,inactive,2023-12-08 13:11:42
1425,ST35001425,福建省齐齐哈尔监测站1425,865,25.166853875404257,119.79221459005048,943,国家级,34,2022-06-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,蔡娜,18974283206,inactive,2025-05-16 07:09:27
1426,ST23001426,黑龙江省石家庄浔阳监测站1426,578,45.94020582785921,125.22007666018288,2989,村级,28,2015-12-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,沈玉英,18845745977,inactive,2025-03-24 21:51:01
1427,ST54001427,西藏自治区南京监测站1427,667,28.943979419543712,90.71770995531791,1676,国家级,42,2018-03-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,阚娜,13972804674,inactive,2025-06-02 22:11:39
1428,ST50001428,重庆市六安兴山监测站1428,419,29.473071447588236,106.79643876404025,2901,县级,29,2022-11-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,卿玲,18142339254,maintenance,2024-07-16 12:22:43
1429,ST36001429,江西省梧州锡山监测站1429,573,29.190727087765094,116.6629907833083,2656,村级,2,2016-03-26,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,王桂花,18105897727,active,2023-11-16 05:51:21
1430,ST31001430,上海市西安黄浦监测站1430,251,29.813948165319708,120.54938245131567,169,村级,28,2016-11-28,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,王丽华,18751704425,inactive,2023-12-17 10:56:07
1431,ST61001431,陕西省哈尔滨城东监测站1431,642,33.490307436532945,110.95185276156444,580,县级,3,2020-05-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,胡鹏,13935031117,maintenance,2023-10-30 13:37:47
1432,ST45001432,广西壮族自治区太原花溪监测站1432,611,24.72661178028189,109.04394249468659,117,村级,45,2016-03-27,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,范玲,18500605204,active,2024-08-24 01:30:05
1433,ST23001433,黑龙江省杭州房山监测站1433,895,44.82127917757982,122.44590513983138,687,市级,30,2022-07-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,萧欢,14565770707,maintenance,2025-05-17 05:43:45
1434,ST21901434,辽宁省大连市黄浦监测站1434,85,39.48376743515739,120.74652427689436,914,村级,33,2019-10-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,陈桂英,15060240251,inactive,2023-10-07 10:59:53
1435,ST64001435,宁夏回族自治区六安山亭监测站1435,186,38.07195068803872,107.57935950273055,2926,省级,17,2017-08-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,胡秀云,15992055782,inactive,2024-10-12 20:21:12
1436,ST37001436,山东省银川魏都监测站1436,445,35.29084213139359,116.20742626867762,1059,县级,44,2023-11-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,李博,18129198530,inactive,2025-01-02 13:06:52
1437,ST33001437,浙江省六安平山监测站1437,462,34.25412428574019,122.13537436221004,1803,省级,48,2021-11-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,刘晶,18600632085,active,2023-06-22 09:17:38
1438,ST45001438,广西壮族自治区长沙普陀监测站1438,420,21.23686100909747,105.02872001320405,330,村级,29,2019-11-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,袁秀兰,13065741723,maintenance,2023-10-06 01:19:12
1439,ST12001439,天津市广州沈河监测站1439,768,39.340037008397005,117.3677147720578,1452,国家级,12,2021-01-11,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,冀宇,13046550812,maintenance,2024-02-28 06:41:48
1440,ST65001440,新疆维吾尔自治区马鞍山永川监测站1440,749,45.71111426663734,88.01493154969674,2802,省级,18,2021-04-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,张玉兰,15592385369,maintenance,2025-04-14 03:52:28
1441,ST13001441,河北省荆门西夏监测站1441,458,38.61303642523122,115.26087381005702,630,县级,25,2020-08-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,邵丽,18949968648,inactive,2024-03-30 10:24:39
1442,ST41001442,河南省佛山监测站1442,112,35.43465317205601,113.01009020156275,1336,县级,21,2017-05-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,赵冬梅,15594960138,maintenance,2023-10-02 12:27:07
1443,ST44001443,广东省关岭牧野监测站1443,447,27.71104113340925,112.4643139695217,2986,国家级,45,2018-04-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,李海燕,15140298049,active,2024-11-25 15:49:25
1444,ST62001444,甘肃省成都永川监测站1444,888,36.71964208628868,103.37922624354051,1230,县级,15,2019-04-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,赖建,18599000879,maintenance,2024-09-29 09:07:05
1445,ST23001445,黑龙江省潜江房山监测站1445,349,46.53402391659152,125.36094430361875,110,国家级,13,2016-09-11,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,白淑珍,13499802477,active,2024-01-24 22:26:35
1446,ST15001446,内蒙古自治区太原海港监测站1446,869,39.22612279495162,112.56859112076488,2424,市级,18,2016-12-30,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,陆淑兰,18681512110,inactive,2024-11-30 15:08:50
1447,ST65001447,新疆维吾尔自治区沈阳城北监测站1447,113,44.27780272913014,86.42296219732333,2249,国家级,6,2017-11-29,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,练佳,13934423365,inactive,2024-12-13 13:29:34
1448,ST23001448,黑龙江省大冶监测站1448,407,46.47216206394273,125.71129486567852,2467,县级,44,2020-02-03,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,黄平,13146221605,active,2025-02-20 08:42:56
1449,ST65001449,新疆维吾尔自治区香港沙市监测站1449,842,43.51513402489941,87.82070373419005,1569,省级,42,2023-11-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,武文,13183275240,active,2024-12-29 21:30:18
1450,ST62001450,甘肃省成都监测站1450,720,37.81103429306159,103.69448563547246,1891,省级,11,2016-02-08,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,杨兵,18800584889,active,2023-11-13 21:28:24
1451,ST37001451,山东省银川崇文监测站1451,183,35.75193381474265,116.31451137657764,2179,省级,5,2024-01-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,刘宁,18046373329,maintenance,2023-07-11 19:47:59
1452,ST52001452,贵州省深圳金平监测站1452,657,30.30678330822987,106.62574075737027,2924,省级,3,2020-08-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,马英,13798460981,active,2025-01-16 09:58:30
1453,ST62001453,甘肃省兰州孝南监测站1453,326,36.90826898531667,102.69439098977807,2648,县级,21,2017-10-30,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,郎秀荣,15853628944,inactive,2025-05-24 03:14:03
1454,ST33191454,浙江省宁波市海港监测站1454,526,30.444967908653418,122.1469890012314,812,县级,31,2023-11-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,韦兰英,15909407401,maintenance,2024-02-20 05:08:57
1455,ST35001455,福建省沈阳孝南监测站1455,342,26.039408654550186,117.36157177623647,716,县级,46,2016-05-20,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,赵博,13089095610,maintenance,2024-03-19 07:01:19
1456,ST42001456,湖北省上海金平监测站1456,310,29.544528711226665,116.3175513742168,2965,省级,23,2016-08-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,谷凯,15719223464,inactive,2024-03-11 18:40:25
1457,ST37001457,山东省银川吉区监测站1457,789,36.90359752469113,119.07786263670201,340,县级,23,2019-04-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,谢成,14780722964,inactive,2024-05-01 11:01:01
1458,ST46001458,海南省辛集监测站1458,197,21.715602360457215,110.9120023291468,388,市级,13,2019-01-10,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,赵玉,15965693558,inactive,2024-01-12 10:30:05
1459,ST37001459,山东省沈阳安次监测站1459,390,36.17550001810577,113.69509619086773,2210,村级,11,2022-05-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,郑敏,15627144514,inactive,2023-09-06 17:59:12
1460,ST62001460,甘肃省深圳六枝特监测站1460,827,35.09321289889882,102.91084332723007,22,村级,23,2020-03-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,张晨,14728462758,active,2024-01-09 01:25:23
1461,ST33301461,浙江省杭州市友好监测站1461,527,33.59330184694743,118.70258384613138,856,省级,16,2018-01-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,欧飞,15845150421,inactive,2023-12-09 13:58:00
1462,ST46001462,海南省柳州合川监测站1462,263,18.52406004497006,110.01694428645378,1282,县级,44,2018-07-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,张宇,13110480795,maintenance,2023-07-31 15:05:35
1463,ST35001463,福建省通辽徐汇监测站1463,863,25.455730924516722,120.02816608831527,615,县级,45,2021-10-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,仝波,13465605751,inactive,2025-06-05 04:38:33
1464,ST34001464,安徽省哈尔滨监测站1464,381,30.39504345440388,118.67759389019642,1003,县级,16,2021-09-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,刘雷,15178191107,active,2024-12-30 11:52:06
1465,ST45001465,广西壮族自治区贵阳闵行监测站1465,669,20.38728660186484,106.3494322648858,1082,村级,11,2019-12-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,王燕,13306528252,active,2024-01-08 17:14:30
1466,ST33001466,浙江省监测站1466,11,30.059879619679663,119.3261602251804,2921,省级,5,2015-08-22,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,李慧,15026196753,maintenance,2024-12-23 04:31:59
1467,ST44001467,广东省关岭六枝特监测站1467,997,27.363314335867187,114.23535349261083,690,国家级,8,2019-05-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,马华,13542843660,active,2024-04-28 07:27:36
1468,ST52001468,贵州省香港监测站1468,132,24.950639261945167,106.97188596023982,1409,国家级,12,2021-09-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,常浩,13097593757,maintenance,2023-06-16 14:16:59
1469,ST21001469,辽宁省六盘水监测站1469,299,39.291413185186926,125.2733571105487,687,县级,37,2019-02-04,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,李桂荣,14590811825,maintenance,2023-08-30 03:47:16
1470,ST50001470,重庆市嘉禾徐汇监测站1470,449,29.147553112318835,106.67627891433045,643,国家级,41,2021-11-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,王洋,13526791715,inactive,2024-11-09 12:00:40
1471,ST53001471,云南省合山山亭监测站1471,580,21.624879251688533,103.13869534004888,2654,市级,45,2022-01-22,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,邹丽华,15621105001,inactive,2023-08-18 00:54:46
1472,ST43001472,湖南省潮州监测站1472,236,30.123981437224842,113.51304229928346,883,国家级,41,2016-04-30,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,詹林,13916302375,inactive,2023-12-05 15:21:09
1473,ST23001473,黑龙江省辽阳监测站1473,816,48.37922500082218,126.89404415298038,156,县级,47,2020-12-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,苏平,15390360676,inactive,2025-01-04 09:33:14
1474,ST45001474,广西壮族自治区武汉孝南监测站1474,908,24.504932517119094,106.6639023534242,2142,国家级,39,2017-03-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,马健,13483496692,maintenance,2024-01-09 15:03:28
1475,ST51001475,四川省合肥璧山监测站1475,822,31.514153239488948,103.53437763904589,1919,村级,50,2021-12-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,周玉,15592469956,maintenance,2023-12-09 05:18:21
1476,ST22001476,吉林省辽阳监测站1476,732,43.09039207570817,122.81198439023818,643,国家级,38,2017-12-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,姜雷,15672503245,active,2024-05-19 20:05:53
1477,ST37001477,山东省沈阳监测站1477,488,34.6055695089471,115.7837325572637,2901,村级,28,2020-08-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,刘杰,18196180116,maintenance,2023-10-07 17:57:05
1478,ST64001478,宁夏回族自治区昆明锡山监测站1478,905,39.906253809844486,106.73384430349022,47,国家级,33,2017-03-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,陆萍,15132512804,maintenance,2024-11-30 01:42:30
1479,ST50001479,重庆市银川东丽监测站1479,67,32.84707085538899,105.87100526065093,106,县级,29,2018-07-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,卓佳,15762674917,active,2024-02-14 08:21:15
1480,ST50001480,重庆市嘉禾徐汇监测站1480,449,29.409738497118724,106.89796755061242,2414,村级,45,2020-05-02,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,王彬,18907477532,inactive,2024-07-02 11:35:15
1481,ST64001481,宁夏回族自治区昆明六枝特监测站1481,203,39.495974777406744,104.59338848654318,2900,省级,21,2017-01-30,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,吉荣,13175788359,inactive,2024-04-25 03:39:05
1482,ST64001482,宁夏回族自治区昆明锡山监测站1482,905,40.61351112336258,106.25047014458282,2951,县级,30,2017-12-09,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,何欢,15351911571,active,2025-02-25 07:45:13
1483,ST64001483,宁夏回族自治区六安西峰监测站1483,606,39.490192392548614,107.04911886054653,1435,县级,36,2018-10-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,王娜,13911824882,active,2025-03-13 02:57:11
1484,ST52001484,贵州省深圳白云监测站1484,417,26.60348948405458,107.07958073860199,656,县级,33,2018-06-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,王成,15703262466,active,2024-12-06 18:37:50
1485,ST41001485,河南省香港翔安监测站1485,539,35.118671558634404,111.17701592713864,1723,国家级,47,2023-03-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,李洁,18516582223,inactive,2023-07-22 08:43:27
1486,ST35001486,福建省西安东丽监测站1486,797,23.973821548114273,120.7740190426673,1414,省级,10,2016-01-14,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,邱建,13976685258,inactive,2023-10-29 17:30:36
1487,ST33001487,浙江省张家港合川监测站1487,754,30.552401890617432,120.11299654783953,2311,市级,16,2017-03-07,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,王阳,14536588006,active,2024-02-03 17:25:40
1488,ST31001488,上海市柳州监测站1488,654,31.101156576806666,122.72318089934048,492,村级,19,2018-05-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,权明,15609987830,maintenance,2023-07-25 06:21:12
1489,ST22001489,吉林省六安和平监测站1489,944,42.76069546103494,124.66471924439648,2927,县级,32,2019-07-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,徐浩,18531475011,maintenance,2025-03-16 22:10:30
1490,ST65001490,新疆维吾尔自治区马鞍山龙潭监测站1490,935,43.36693368110922,86.91221367968402,970,市级,32,2023-12-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,朱龙,13318010424,active,2023-10-16 08:41:17
1491,ST63001491,青海省澳门监测站1491,210,37.65234590835876,101.52163195652618,277,村级,42,2016-05-16,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每日,张霞,14577751286,maintenance,2023-11-12 09:37:17
1492,ST37001492,山东省澳门监测站1492,220,37.859181565543025,115.15595102527779,2975,国家级,42,2016-02-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,胡瑜,14577927793,inactive,2025-03-21 04:29:31
1493,ST34001493,安徽省武汉徐汇监测站1493,336,31.910932702025107,120.79823468754148,1999,省级,10,2023-01-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,龚娜,14593557289,maintenance,2025-04-22 07:39:24
1494,ST64001494,宁夏回族自治区昆明长寿监测站1494,284,40.981151040241,107.3186543314538,2597,村级,9,2022-05-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,段浩,13018687127,inactive,2023-12-15 13:01:09
1495,ST62001495,甘肃省监测站1495,28,35.30459127448424,103.70007254190453,2028,县级,46,2019-04-12,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,刘莉,15826849386,inactive,2024-07-28 11:17:15
1496,ST44001496,广东省澳门清河监测站1496,767,22.800244773885055,115.20482910121022,1257,县级,41,2021-10-13,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,姜玉梅,13832774891,maintenance,2024-12-20 06:00:29
1497,ST31001497,上海市柳州孝南监测站1497,800,29.233887059090296,121.62577897149073,1358,县级,50,2021-07-22,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,袁岩,18792422054,inactive,2024-04-29 22:28:56
1498,ST32341498,江苏省南京市金平监测站1498,252,32.039324564692585,120.15941894178059,1805,国家级,50,2017-04-19,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,黄桂芳,18600774752,inactive,2024-11-04 18:51:03
1499,ST64001499,宁夏回族自治区昆明沙湾监测站1499,253,41.22532109774016,102.09282704135674,2225,市级,41,2023-03-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,伍勇,15749107379,inactive,2025-05-04 03:12:32
1500,ST22001500,吉林省台北安次监测站1500,949,42.596097528829205,127.19962863579634,1495,村级,15,2019-03-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,佟颖,15308674937,active,2023-06-24 11:59:15
1501,ST46001501,海南省六安和平监测站1501,187,19.17104887969925,110.54831199077002,2250,村级,50,2018-06-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,汪秀梅,18937186529,active,2023-12-26 09:05:52
1502,ST35001502,福建省西安监测站1502,86,26.797242063181546,120.45681557711586,1131,村级,22,2023-12-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,戴丽娟,13966155204,active,2023-10-06 12:12:15
1503,ST14001503,山西省澳门涪城监测站1503,493,40.629815134005,109.54896069938277,1194,村级,34,2023-07-06,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,欧阳楠,15618940116,inactive,2025-05-23 13:27:26
1504,ST43001504,湖南省重庆监测站1504,43,26.43434360597296,111.29006236879555,535,村级,6,2020-07-25,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,黎婷,18883522498,maintenance,2025-05-11 17:43:13
1505,ST43001505,湖南省南京萧山监测站1505,989,29.802869273319626,109.8520322651676,2432,县级,30,2020-12-21,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,梁秀珍,15987011816,active,2023-10-12 11:01:31
1506,ST33001506,浙江省张家港监测站1506,279,30.568927856323747,118.42199353294806,2288,县级,30,2019-05-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,刘静,18941053559,active,2025-05-04 19:06:39
1507,ST46001507,海南省辛集崇文监测站1507,202,18.645902945536918,111.51044005017162,1921,县级,17,2021-08-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,庞燕,13507630351,inactive,2025-05-18 03:03:26
1508,ST43001508,湖南省潮州监测站1508,236,30.617946558064773,113.60315794905435,796,县级,15,2016-12-08,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,李秀云,15634582311,inactive,2024-05-12 00:38:07
1509,ST37001509,山东省澳门怀柔监测站1509,519,40.395075747443364,116.28373850941512,1175,省级,25,2022-07-17,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,王帅,18129006448,inactive,2024-02-19 18:47:35
1510,ST37001510,山东省西安淄川监测站1510,748,35.934091583801674,116.14271392789587,510,市级,20,2017-01-18,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每季度,王秀兰,18688132642,inactive,2023-12-09 12:14:06
1511,ST54001511,西藏自治区东莞房山监测站1511,832,28.90015177114303,91.0292002283112,623,国家级,23,2015-11-22,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每月,鞠娜,13856301264,maintenance,2024-05-06 16:10:45
1512,ST35001512,福建省西安高坪监测站1512,161,27.43727766238702,120.63346378252484,1221,省级,22,2017-09-24,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,马杨,13743142704,inactive,2024-04-04 08:37:55
1513,ST37001513,山东省西安大兴监测站1513,877,36.747151227630006,115.38035984805282,1692,国家级,22,2018-08-29,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,兰坤,14548736412,maintenance,2025-03-01 19:00:28
1514,ST62001514,甘肃省兰州闵行监测站1514,217,36.23286320831828,104.35093483791441,305,县级,21,2024-05-15,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,张雷,18176122810,active,2025-04-30 22:06:43
1515,ST64001515,宁夏回族自治区呼和浩特监测站1515,572,39.605850822328684,106.60020910158667,1287,县级,47,2023-10-31,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每月,和淑珍,18657534527,maintenance,2025-04-02 17:57:57
1516,ST11001516,北京市东莞华龙监测站1516,700,40.913860311431954,116.44907240295973,1647,国家级,37,2022-07-23,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每周,范婷婷,13403075706,maintenance,2024-04-13 20:31:28
1517,ST12001517,天津市海门白云监测站1517,608,39.86887471133808,114.4036329810153,488,县级,47,2018-08-01,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每日,孟军,18171959278,inactive,2024-12-25 11:59:51
1518,ST63001518,青海省澳门监测站1518,210,38.18172276348956,100.46017984936073,1487,村级,17,2019-03-05,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪""]",每周,傅慧,15861669427,inactive,2023-11-25 12:12:24
1519,ST62001519,甘肃省巢湖监测站1519,244,34.35255904251238,104.57758066793632,2572,省级,27,2016-03-08,"[""pH计"", ""电导率仪"", ""土壤温度计"", ""水分仪"", ""光谱仪"", ""X射线荧光仪""]",每季度,冯琴,15177060933,maintenance,2023-08-27 08:53:35
